Date,Product_ID,Product_Name,Category,Warehouse,Supplier,Current_Stock,Reorder_Point,Safety_Stock,Lead_Time_Days,Units_Sold,Unit_Price,Promotion,Holiday,Season,Supplier_Reliability
2025-04-05,P003,Wireless Earbuds,Electronics,WH003,SUP010,678.0,760.0,280,12.0,88,150,Yes,No,Summer,0.71
2025-04-06,P003,Wireless Earbuds,Electronics,WH003,SUP010,635.0,760.0,280,,43,150,No,No,Summer,0.71
2025-04-07,P003,Wireless Earbuds,Electronics,WH003,SUP010,601.0,,280,12.0,34,150,No,No,Summer,0.71
2025-04-08,P003,Wireless Earbuds,Electronics,WH003,SUP010,558.0,760.0,280,12.0,43,150,No,No,Summer,0.71
2025-04-09,P003,Wireless Earbuds,Electronics,WH003,SUP010,521.0,760.0,280,12.0,37,150,No,No,Summer,0.71
2025-04-10,P003,Wireless Earbuds,Electronics,WH003,SUP010,482.0,,280,12.0,39,150,No,No,Summer,
2025-04-11,P003,Wireless Earbuds,Electronics,WH003,SUP010,422.0,760.0,280,12.0,60,150,Yes,No,Summer,0.71
2025-04-12,P003,Wireless Earbuds,Electronics,WH003,SUP010,337.0,760.0,280,35.0,85,150,Yes,No,Summer,0.71
2025-04-13,P003,Wireless Earbuds,Electronics,WH003,SUP010,297.0,760.0,280,12.0,40,150,No,No,Summer,0.71
2025-04-14,P003,Wireless Earbuds,Electronics,WH003,SUP010,237.0,760.0,280,12.0,60,150,Yes,No,Summer,0.71
2025-04-15,P003,Wireless Earbuds,Electronics,WH003,SUP010,192.0,760.0,280,12.0,45,150,No,No,Summer,0.71
2025-04-16,P003,Wireless Earbuds,Electronics,WH003,SUP010,1067.0,760.0,280,12.0,47,150,No,No,Summer,0.71
2025-04-17,P003,Wireless Earbuds,Electronics,WH003,SUP010,1024.0,760.0,280,12.0,43,150,No,No,Summer,0.71
2025-04-18,P003,Wireless Earbuds,Electronics,WH003,SUP010,986.0,760.0,280,12.0,38,150,No,No,Summer,0.71
2025-04-19,P003,Wireless Earbuds,Electronics,WH003,SUP010,939.0,760.0,280,12.0,47,150,No,No,Summer,0.71
2025-04-20,P003,Wireless Earbuds,Electronics,WH003,SUP010,897.0,760.0,280,12.0,42,150,No,No,Summer,0.71
2025-04-21,P003,Wireless Earbuds,Electronics,WH003,SUP010,833.0,760.0,280,33.0,64,150,Yes,No,Summer,0.71
2025-04-22,P003,Wireless Earbuds,Electronics,WH003,SUP010,792.0,760.0,280,12.0,41,150,No,No,Summer,
2025-04-23,P003,Wireless Earbuds,Electronics,WH003,SUP010,2569.0,760.0,280,12.0,46,150,No,No,Summer,0.71
2025-04-24,P003,Wireless Earbuds,Electronics,WH003,SUP010,698.0,760.0,280,12.0,48,150,Yes,No,Summer,0.71
2025-04-25,P003,Wireless Earbuds,Electronics,WH003,SUP010,634.0,760.0,280,12.0,64,150,Yes,No,Summer,0.71
2025-04-26,P003,Wireless Earbuds,Electronics,WH003,SUP010,588.0,760.0,280,,46,150,No,No,Summer,0.71
2025-04-27,P003,Wireless Earbuds,Electronics,WH003,SUP010,546.0,760.0,280,12.0,42,150,,No,Summer,0.71
2025-04-28,P003,Wireless Earbuds,Electronics,WH003,SUP010,1142.0,760.0,280,12.0,32,150,No,No,Summer,0.71
2025-04-29,P003,Wireless Earbuds,Electronics,WH003,SUP010,478.0,760.0,280,12.0,36,150,No,No,Summer,0.71
2025-04-30,P003,Wireless Earbuds,Electronics,WH003,SUP010,435.0,760.0,280,12.0,43,150,No,No,Summer,0.71
2025-05-01,P003,Wireless Earbuds,Electronics,WH003,SUP010,394.0,760.0,280,12.0,41,150,No,No,Summer,0.71
2025-05-02,P003,Wireless Earbuds,Electronics,WH003,SUP010,,760.0,280,12.0,37,150,No,No,Summer,0.71
2025-05-03,P003,Wireless Earbuds,Electronics,WH003,SUP010,316.0,760.0,280,12.0,316,150,No,No,Summer,0.71
2025-05-04,P003,Wireless Earbuds,Electronics,WH003,SUP010,1128.0,760.0,280,12.0,42,150,No,No,Summer,0.71
2025-05-05,P003,Wireless Earbuds,Electronics,WH003,SUP010,1096.0,760.0,280,12.0,32,150,No,No,Summer,0.71
2025-05-06,P003,Wireless Earbuds,Electronics,WH003,SUP010,,760.0,280,12.0,46,150,No,No,Summer,0.71
2025-05-07,P003,Wireless Earbuds,Electronics,WH003,SUP010,1008.0,760.0,280,12.0,42,150,,No,Summer,0.71
2025-05-08,P003,Wireless Earbuds,Electronics,WH003,SUP010,969.0,760.0,280,12.0,39,150,No,No,Summer,0.71
2025-05-09,P003,Wireless Earbuds,Electronics,WH003,SUP010,922.0,760.0,280,12.0,47,150,No,No,Summer,0.71
2025-05-10,P003,Wireless Earbuds,Electronics,WH003,SUP010,869.0,760.0,280,12.0,53,150,No,No,Summer,0.71
2025-05-11,P003,Wireless Earbuds,Electronics,WH003,SUP010,807.0,760.0,280,12.0,62,150,Yes,No,Summer,0.71
2025-05-12,P003,Wireless Earbuds,Electronics,WH003,SUP010,,760.0,280,12.0,44,150,No,No,Summer,0.71
2025-05-13,P003,Wireless Earbuds,Electronics,WH003,SUP010,718.0,760.0,280,12.0,45,150,No,No,Summer,0.71
2025-05-14,P003,Wireless Earbuds,Electronics,WH003,SUP010,674.0,760.0,280,12.0,44,150,No,No,Summer,0.71
2025-05-15,P003,Wireless Earbuds,Electronics,WH003,SUP010,634.0,760.0,280,12.0,40,150,No,No,Summer,0.71
2025-05-16,P003,Wireless Earbuds,Electronics,WH003,SUP010,581.0,760.0,280,12.0,53,150,Yes,No,Summer,0.71
2025-05-17,P003,Wireless Earbuds,Electronics,WH003,SUP010,539.0,760.0,280,12.0,42,150,No,No,Summer,0.71
2025-05-18,P003,Wireless Earbuds,Electronics,WH003,SUP010,483.0,760.0,280,,56,150,No,No,Summer,0.71
2025-05-19,P003,Wireless Earbuds,Electronics,WH003,SUP010,450.0,760.0,280,12.0,33,150,No,No,Summer,
2025-05-20,P003,Wireless Earbuds,Electronics,WH003,SUP010,415.0,760.0,280,,35,150,No,No,Summer,0.71
2025-05-21,P003,Wireless Earbuds,Electronics,WH003,SUP010,373.0,760.0,280,12.0,42,150,No,No,Summer,0.71
2025-05-22,P003,Wireless Earbuds,Electronics,WH003,SUP010,328.0,760.0,280,12.0,45,150,No,No,Summer,
2025-05-23,P003,Wireless Earbuds,Electronics,WH003,SUP010,284.0,760.0,280,12.0,44,150,No,No,Summer,0.71
2025-05-24,P003,Wireless Earbuds,Electronics,WH003,SUP010,235.0,,280,12.0,49,150,No,No,Summer,0.71
2025-05-25,P003,Wireless Earbuds,Electronics,WH003,SUP010,1062.0,760.0,280,12.0,55,150,No,No,Summer,0.71
2025-05-26,P003,Wireless Earbuds,Electronics,WH003,SUP010,988.0,760.0,280,12.0,74,150,,No,Summer,0.71
2025-05-27,P003,Wireless Earbuds,Electronics,WH003,SUP010,913.0,760.0,280,12.0,75,150,,No,Summer,0.71
2025-05-28,P003,Wireless Earbuds,Electronics,WH003,SUP010,874.0,,280,12.0,39,150,No,No,Summer,0.71
2025-05-29,P003,Wireless Earbuds,Electronics,WH003,SUP010,833.0,760.0,280,12.0,41,150,No,No,Summer,0.71
2025-05-30,P003,Wireless Earbuds,Electronics,WH003,SUP010,787.0,760.0,280,12.0,46,150,No,No,Summer,0.71
2025-05-31,P003,Wireless Earbuds,Electronics,WH003,SUP010,734.0,760.0,280,12.0,53,150,No,No,Summer,0.71
2025-06-01,P003,Wireless Earbuds,Electronics,WH003,SUP010,690.0,760.0,280,12.0,44,150,No,No,Monsoon,0.71
2025-06-02,P003,Wireless Earbuds,Electronics,WH003,SUP010,644.0,760.0,280,12.0,46,150,No,No,Monsoon,0.71
2025-06-03,P003,Wireless Earbuds,Electronics,WH003,SUP010,600.0,760.0,280,12.0,44,150,No,No,Monsoon,0.71
2025-06-04,P003,Wireless Earbuds,Electronics,WH003,SUP010,556.0,760.0,280,12.0,44,150,No,No,Monsoon,0.71
2025-06-05,P003,Wireless Earbuds,Electronics,WH003,SUP010,521.0,760.0,280,12.0,35,150,No,No,Monsoon,0.71
2025-06-06,P003,Wireless Earbuds,Electronics,WH003,,489.0,760.0,280,12.0,32,150,No,No,Monsoon,0.71
2025-06-07,P003,Wireless Earbuds,Electronics,WH003,SUP010,415.0,760.0,280,12.0,74,150,Yes,No,Monsoon,0.71
2025-06-08,P003,Wireless Earbuds,Electronics,WH003,SUP010,366.0,,280,12.0,49,150,,No,Monsoon,0.71
2025-06-09,P003,Wireless Earbuds,Electronics,WH003,SUP010,330.0,760.0,280,12.0,36,150,No,No,Monsoon,0.71
2025-06-10,P003,Wireless Earbuds,Electronics,WH003,,295.0,760.0,280,12.0,35,150,No,No,Monsoon,0.71
2025-06-11,P003,Wireless Earbuds,Electronics,WH003,SUP010,260.0,760.0,280,12.0,35,150,No,No,Monsoon,0.71
2025-06-12,P003,Wireless Earbuds,Electronics,WH003,SUP010,213.0,760.0,280,12.0,47,150,No,No,Monsoon,0.71
2025-06-13,P003,Wireless Earbuds,Electronics,WH003,SUP010,1035.0,760.0,280,12.0,44,150,No,No,Monsoon,0.71
2025-06-14,P003,Wireless Earbuds,Electronics,WH003,SUP010,983.0,760.0,280,12.0,52,150,No,No,Monsoon,0.71
2025-06-15,P003,Wireless Earbuds,Electronics,WH003,SUP010,936.0,760.0,280,12.0,47,150,No,No,Monsoon,0.71
2025-06-16,P003,Wireless Earbuds,Electronics,WH003,SUP010,883.0,760.0,280,12.0,53,150,Yes,No,Monsoon,0.71
2025-06-17,P003,Wireless Earbuds,Electronics,WH003,SUP010,849.0,760.0,280,12.0,34,150,No,No,Monsoon,0.71
2025-06-18,P003,Wireless Earbuds,Electronics,WH003,SUP010,802.0,760.0,280,12.0,47,150,No,No,Monsoon,0.71
2025-06-19,P003,Wireless Earbuds,Electronics,WH003,SUP010,762.0,760.0,280,12.0,40,150,No,No,Monsoon,0.71
2025-06-20,P003,Wireless Earbuds,Electronics,WH003,SUP010,729.0,760.0,280,12.0,33,150,No,No,Monsoon,0.71
2025-06-21,P003,Wireless Earbuds,Electronics,WH003,SUP010,676.0,760.0,280,12.0,53,150,No,No,Monsoon,0.71
2025-06-22,P003,Wireless Earbuds,Electronics,WH003,SUP010,622.0,760.0,280,12.0,54,150,No,No,Monsoon,0.71
2025-06-23,P003,Wireless Earbuds,Electronics,WH003,SUP010,562.0,760.0,280,12.0,60,150,Yes,No,Monsoon,0.71
2025-06-24,P003,Wireless Earbuds,Electronics,WH003,SUP010,525.0,760.0,280,12.0,37,150,No,No,Monsoon,0.71
2025-06-25,P003,Wireless Earbuds,Electronics,WH003,SUP010,483.0,760.0,280,12.0,42,150,No,No,Monsoon,0.71
2025-06-26,P003,Wireless Earbuds,Electronics,WH003,SUP010,444.0,760.0,280,12.0,39,150,No,No,Monsoon,0.71
2025-06-27,P003,Wireless Earbuds,Electronics,WH003,SUP010,412.0,760.0,280,12.0,32,150,No,No,Monsoon,0.71
2025-06-28,P003,Wireless Earbuds,Electronics,WH003,SUP010,374.0,760.0,280,,38,150,No,No,Monsoon,0.71
2025-06-29,P003,Wireless Earbuds,Electronics,WH003,SUP010,331.0,760.0,280,12.0,43,150,No,No,Monsoon,0.71
2025-06-30,P003,Wireless Earbuds,Electronics,WH003,SUP010,299.0,760.0,280,12.0,32,150,No,No,Monsoon,0.71
2025-07-01,P003,Wireless Earbuds,Electronics,WH003,SUP010,,760.0,280,12.0,42,150,No,No,Monsoon,0.71
2025-07-02,P003,Wireless Earbuds,Electronics,WH003,SUP010,1071.0,760.0,280,12.0,57,150,Yes,No,Monsoon,0.71
2025-07-03,P003,Wireless Earbuds,Electronics,WH003,SUP010,1037.0,760.0,280,12.0,34,150,No,No,Monsoon,0.71
2025-07-04,P003,Wireless Earbuds,Electronics,WH003,SUP010,997.0,760.0,280,12.0,40,150,No,No,Monsoon,0.71
2025-07-05,P003,Wireless Earbuds,Electronics,WH003,SUP010,954.0,760.0,280,12.0,43,150,No,No,Monsoon,0.71
2025-07-06,P003,Wireless Earbuds,Electronics,WH003,SUP010,909.0,760.0,280,12.0,45,150,No,No,Monsoon,
2025-07-07,P003,Wireless Earbuds,Electronics,WH003,SUP010,868.0,760.0,280,12.0,41,150,No,No,Monsoon,0.71
2025-07-08,P003,Wireless Earbuds,Electronics,WH003,SUP010,833.0,760.0,280,12.0,35,150,No,No,Monsoon,0.71
2025-07-09,P003,Wireless Earbuds,Electronics,WH003,SUP010,788.0,760.0,280,12.0,45,150,No,No,Monsoon,0.71
2025-07-10,P003,Wireless Earbuds,Electronics,WH003,,743.0,760.0,280,12.0,45,150,No,No,Monsoon,0.71
2025-07-11,P003,Wireless Earbuds,Electronics,WH003,SUP010,705.0,760.0,280,12.0,38,150,No,No,Monsoon,0.71
2025-07-12,P003,Wireless Earbuds,Electronics,WH003,SUP010,658.0,760.0,280,12.0,47,150,No,No,Monsoon,0.71
2025-07-13,P003,Wireless Earbuds,Electronics,WH003,SUP010,,760.0,280,12.0,79,150,Yes,No,Monsoon,0.71
2025-07-14,P003,Wireless Earbuds,Electronics,WH003,SUP010,537.0,760.0,280,12.0,42,150,No,No,Monsoon,0.71
2025-07-15,P003,Wireless Earbuds,Electronics,WH003,SUP010,490.0,760.0,280,12.0,47,150,No,No,Monsoon,0.71
2025-07-16,P003,Wireless Earbuds,Electronics,WH003,SUP010,1392.0,760.0,280,12.0,46,150,No,No,Monsoon,0.71
2025-07-17,P003,Wireless Earbuds,Electronics,WH003,SUP010,409.0,760.0,280,12.0,35,150,No,No,Monsoon,0.71
2025-07-18,P003,Wireless Earbuds,Electronics,WH003,SUP010,1253.0,760.0,280,,43,150,No,No,Monsoon,0.71
2025-07-19,P003,Wireless Earbuds,Electronics,WH003,SUP010,323.0,760.0,280,12.0,43,150,No,No,Monsoon,0.71
2025-07-20,P003,Wireless Earbuds,Electronics,WH003,SUP010,272.0,760.0,280,12.0,51,150,No,No,Monsoon,0.71
2025-07-21,P003,Wireless Earbuds,Electronics,WH003,SUP010,1089.0,760.0,280,12.0,40,150,No,No,Monsoon,0.71
2025-07-22,P003,Wireless Earbuds,Electronics,WH003,SUP010,1055.0,760.0,280,12.0,34,150,No,No,Monsoon,0.71
2025-07-23,P003,Wireless Earbuds,Electronics,WH003,,1023.0,760.0,280,12.0,32,150,No,No,Monsoon,0.71
2025-07-24,P003,Wireless Earbuds,Electronics,WH003,SUP010,,760.0,280,12.0,34,150,No,No,Monsoon,0.71
2025-07-25,P003,Wireless Earbuds,Electronics,WH003,SUP010,944.0,760.0,280,12.0,45,150,No,No,Monsoon,0.71
2025-07-26,P003,Wireless Earbuds,Electronics,WH003,SUP010,900.0,,280,12.0,44,553,No,No,Monsoon,0.71
2025-07-27,P003,Wireless Earbuds,Electronics,WH003,SUP010,851.0,760.0,280,12.0,49,150,No,No,Monsoon,0.71
2025-07-28,P003,Wireless Earbuds,Electronics,WH003,SUP010,809.0,760.0,280,12.0,42,150,No,No,Monsoon,0.71
2025-07-29,P003,Wireless Earbuds,Electronics,WH003,SUP010,771.0,760.0,280,12.0,38,150,No,No,Monsoon,0.71
2025-07-30,P003,Wireless Earbuds,Electronics,WH003,SUP010,727.0,760.0,280,12.0,44,150,No,No,Monsoon,0.71
2025-07-31,P003,Wireless Earbuds,Electronics,WH003,SUP010,687.0,760.0,280,12.0,40,150,No,No,Monsoon,0.71
2025-08-01,P003,Wireless Earbuds,Electronics,WH003,SUP010,655.0,760.0,280,12.0,32,150,No,No,Monsoon,0.71
2025-08-02,P003,Wireless Earbuds,Electronics,WH003,SUP010,601.0,760.0,280,12.0,54,150,No,No,Monsoon,0.71
2025-08-03,P003,Wireless Earbuds,Electronics,WH003,SUP010,,760.0,280,12.0,53,150,No,No,Monsoon,0.71
2025-08-04,P003,Wireless Earbuds,Electronics,WH003,SUP010,510.0,760.0,280,12.0,38,150,No,No,Monsoon,0.71
2025-08-05,P003,Wireless Earbuds,Electronics,WH003,SUP010,478.0,760.0,280,12.0,32,150,No,No,Monsoon,0.71
2025-08-06,P003,Wireless Earbuds,Electronics,WH003,SUP010,431.0,760.0,280,12.0,47,150,,No,Monsoon,0.71
2025-08-07,P003,Wireless Earbuds,Electronics,WH003,SUP010,394.0,760.0,280,12.0,37,150,No,No,Monsoon,0.71
2025-08-08,P003,Wireless Earbuds,Electronics,WH003,SUP010,356.0,760.0,280,12.0,38,150,No,No,Monsoon,
2025-08-09,P003,Wireless Earbuds,Electronics,WH003,SUP010,283.0,760.0,280,12.0,73,150,Yes,No,Monsoon,0.71
2025-08-10,P003,Wireless Earbuds,Electronics,WH003,SUP010,1103.0,760.0,280,12.0,53,150,No,No,Monsoon,0.71
2025-08-11,P003,Wireless Earbuds,Electronics,WH003,SUP010,1070.0,760.0,280,12.0,33,150,No,No,Monsoon,
2025-08-12,P003,Wireless Earbuds,Electronics,WH003,,1027.0,760.0,280,12.0,43,150,No,No,Monsoon,0.71
2025-08-13,P003,Wireless Earbuds,Electronics,WH003,SUP010,984.0,760.0,280,12.0,43,150,No,No,Monsoon,0.71
2025-08-14,P003,Wireless Earbuds,Electronics,WH003,SUP010,940.0,760.0,280,12.0,44,150,Yes,No,Monsoon,0.71
2025-08-15,P003,Wireless Earbuds,Electronics,WH003,SUP010,888.0,760.0,280,12.0,52,150,No,Yes,Monsoon,0.71
2025-08-16,P003,Wireless Earbuds,Electronics,WH003,SUP010,847.0,760.0,280,12.0,41,150,No,No,Monsoon,0.71
2025-08-17,P003,Wireless Earbuds,Electronics,WH003,SUP010,798.0,760.0,280,12.0,49,150,,No,Monsoon,0.71
2025-08-18,P003,Wireless Earbuds,Electronics,WH003,SUP010,766.0,760.0,280,12.0,32,150,,No,Monsoon,0.71
2025-08-19,P003,Wireless Earbuds,Electronics,WH003,SUP010,733.0,760.0,280,12.0,33,150,No,No,Monsoon,0.71
2025-08-20,P003,Wireless Earbuds,Electronics,WH003,SUP010,671.0,760.0,280,12.0,62,150,Yes,No,Monsoon,0.71
2025-08-21,P003,Wireless Earbuds,Electronics,WH003,SUP010,627.0,760.0,280,12.0,44,150,No,No,Monsoon,0.71
2025-08-22,P003,Wireless Earbuds,Electronics,WH003,SUP010,,760.0,280,12.0,40,150,No,No,Monsoon,0.71
2025-08-23,P003,Wireless Earbuds,Electronics,WH003,SUP010,544.0,760.0,280,12.0,43,150,No,No,Monsoon,0.71
2025-08-24,P003,Wireless Earbuds,Electronics,WH003,SUP010,493.0,760.0,280,12.0,51,150,No,No,Monsoon,0.71
2025-08-25,P003,Wireless Earbuds,Electronics,WH003,SUP010,457.0,760.0,280,12.0,36,150,No,No,Monsoon,0.71
2025-08-26,P003,Wireless Earbuds,Electronics,WH003,SUP010,423.0,760.0,280,12.0,34,150,No,No,Monsoon,0.71
2025-08-27,P003,Wireless Earbuds,Electronics,WH003,SUP010,387.0,760.0,280,12.0,36,150,No,No,Monsoon,0.71
2025-08-28,P003,Wireless Earbuds,Electronics,WH003,SUP010,343.0,760.0,280,12.0,44,150,No,No,Monsoon,0.71
2025-08-29,P003,Wireless Earbuds,Electronics,WH003,SUP010,296.0,760.0,280,12.0,47,150,No,No,Monsoon,0.71
2025-08-30,P003,Wireless Earbuds,Electronics,WH003,SUP010,249.0,760.0,280,12.0,47,150,,No,Monsoon,0.71
2025-08-31,P003,Wireless Earbuds,Electronics,WH003,SUP010,193.0,760.0,280,12.0,56,150,Yes,No,Monsoon,0.71
2025-09-01,P003,Wireless Earbuds,Electronics,WH003,SUP010,1007.0,760.0,280,12.0,53,150,No,No,Autumn,0.71
2025-09-02,P003,Wireless Earbuds,Electronics,WH003,SUP010,954.0,760.0,280,12.0,53,150,No,No,Autumn,0.71
2025-09-03,P003,Wireless Earbuds,Electronics,WH003,SUP010,900.0,760.0,280,12.0,54,150,No,No,Autumn,0.71
2025-09-04,P003,Wireless Earbuds,Electronics,WH003,SUP010,837.0,760.0,280,12.0,63,150,No,No,Autumn,0.71
2025-09-05,P003,Wireless Earbuds,Electronics,WH003,SUP010,779.0,760.0,280,12.0,58,150,No,No,Autumn,0.71
2025-09-06,P003,Wireless Earbuds,Electronics,WH003,SUP010,710.0,760.0,280,12.0,69,150,No,No,Autumn,0.71
2025-09-07,P003,Wireless Earbuds,Electronics,WH003,SUP010,648.0,760.0,280,12.0,62,150,No,No,Autumn,0.71
2025-09-08,P003,Wireless Earbuds,Electronics,WH003,,582.0,760.0,280,12.0,66,150,No,No,Autumn,0.71
2025-09-09,P003,Wireless Earbuds,Electronics,WH003,SUP010,522.0,760.0,280,12.0,60,150,No,No,Autumn,0.71
2025-09-10,P003,Wireless Earbuds,Electronics,WH003,SUP010,465.0,760.0,280,12.0,57,150,No,No,Autumn,0.71
2025-09-11,P003,Wireless Earbuds,Electronics,WH003,SUP010,412.0,760.0,280,12.0,53,150,No,No,Autumn,0.71
2025-09-12,P003,Wireless Earbuds,Electronics,WH003,SUP010,336.0,760.0,280,,76,150,Yes,No,Autumn,0.71
2025-09-13,P003,Wireless Earbuds,Electronics,WH003,SUP010,267.0,760.0,280,12.0,69,150,No,No,Autumn,0.71
2025-09-14,P003,Wireless Earbuds,Electronics,WH003,SUP010,195.0,760.0,280,12.0,72,150,No,No,Autumn,0.71
2025-09-15,P003,Wireless Earbuds,Electronics,WH003,SUP010,129.0,760.0,280,12.0,66,150,No,No,Autumn,0.71
2025-09-16,P003,Wireless Earbuds,Electronics,WH003,SUP010,69.0,760.0,280,12.0,60,150,,No,Autumn,0.71
2025-09-17,P003,Wireless Earbuds,Electronics,WH003,SUP010,18.0,760.0,280,12.0,51,150,No,No,Autumn,0.71
2025-09-18,P003,Wireless Earbuds,Electronics,WH003,SUP010,0.0,760.0,280,12.0,18,150,No,No,Autumn,0.71
2025-09-19,P003,Wireless Earbuds,Electronics,WH003,SUP010,0.0,760.0,280,12.0,0,150,No,No,Autumn,0.71
2025-09-20,P003,Wireless Earbuds,Electronics,WH003,SUP010,820.0,760.0,280,12.0,70,150,No,No,Autumn,0.71
2025-09-21,P003,Wireless Earbuds,Electronics,WH003,SUP010,749.0,760.0,280,12.0,71,150,No,No,Autumn,0.71
2025-09-22,P003,Wireless Earbuds,Electronics,WH003,SUP010,703.0,760.0,280,12.0,46,150,No,No,Autumn,0.71
2025-09-23,P003,Wireless Earbuds,Electronics,WH003,,648.0,760.0,280,12.0,55,150,No,No,Autumn,0.71
2025-09-24,P003,Wireless Earbuds,Electronics,WH003,SUP010,592.0,760.0,280,12.0,56,150,No,No,Autumn,0.71
2025-09-25,P003,Wireless Earbuds,Electronics,WH003,SUP010,532.0,760.0,280,12.0,60,150,No,No,Autumn,0.71
2025-09-26,P003,Wireless Earbuds,Electronics,WH003,SUP010,470.0,760.0,280,12.0,62,150,No,No,Autumn,0.71
2025-09-27,P003,Wireless Earbuds,Electronics,WH003,SUP010,393.0,760.0,280,12.0,77,150,No,No,Autumn,0.71
2025-09-28,P003,Wireless Earbuds,Electronics,WH003,SUP010,287.0,760.0,280,12.0,106,150,Yes,No,Autumn,0.71
2025-09-29,P003,Wireless Earbuds,Electronics,WH003,SUP010,228.0,760.0,280,12.0,59,150,No,No,Autumn,0.71
2025-09-30,P003,Wireless Earbuds,Electronics,WH003,SUP010,134.0,760.0,280,12.0,94,150,,No,Autumn,0.71
2025-10-01,P003,Wireless Earbuds,Electronics,WH003,SUP010,75.0,760.0,280,12.0,59,150,No,No,Autumn,0.71
2025-10-02,P003,Wireless Earbuds,Electronics,WH003,SUP010,14.0,760.0,280,12.0,61,150,No,No,Autumn,0.71
2025-10-03,P003,Wireless Earbuds,Electronics,WH003,SUP010,0.0,760.0,280,12.0,14,150,Yes,No,Autumn,0.71
2025-10-04,P003,Wireless Earbuds,Electronics,WH003,SUP010,0.0,760.0,280,12.0,0,150,No,No,Autumn,0.71
2025-10-05,P003,Wireless Earbuds,Electronics,WH003,SUP010,782.0,760.0,280,12.0,69,150,No,No,Autumn,0.71
2025-10-06,P003,Wireless Earbuds,Electronics,WH003,SUP010,728.0,760.0,280,34.0,54,150,No,No,Autumn,0.71
2025-10-07,P003,Wireless Earbuds,Electronics,WH003,SUP010,,760.0,280,12.0,65,150,Yes,No,Autumn,0.71
2025-10-08,P003,Wireless Earbuds,Electronics,WH003,SUP010,609.0,760.0,280,12.0,54,150,No,No,Autumn,0.71
2025-10-09,P003,Wireless Earbuds,Electronics,WH003,SUP010,562.0,760.0,280,12.0,47,150,No,No,Autumn,0.71
2025-10-10,P003,Wireless Earbuds,Electronics,WH003,SUP010,515.0,760.0,280,12.0,47,150,No,No,Autumn,0.71
2025-10-11,P003,Wireless Earbuds,Electronics,WH003,SUP010,450.0,760.0,280,12.0,65,150,No,No,Autumn,0.71
2025-10-12,P003,Wireless Earbuds,Electronics,WH003,SUP010,,760.0,280,12.0,66,150,No,No,Autumn,0.71
2025-10-13,P003,Wireless Earbuds,Electronics,WH003,SUP010,330.0,760.0,280,12.0,54,150,No,No,Autumn,0.71
2025-10-14,P003,Wireless Earbuds,Electronics,WH003,,279.0,760.0,280,12.0,51,150,No,No,Autumn,0.71
2025-10-15,P003,Wireless Earbuds,Electronics,WH003,SUP010,183.0,760.0,280,12.0,96,150,Yes,No,Autumn,0.71
2025-10-16,P003,Wireless Earbuds,Electronics,WH003,SUP010,124.0,760.0,280,12.0,59,150,No,No,Autumn,0.71
2025-10-17,P003,Wireless Earbuds,Electronics,WH003,SUP010,76.0,760.0,280,12.0,48,150,No,No,Autumn,0.71
2025-10-18,P003,Wireless Earbuds,Electronics,WH003,SUP010,888.0,760.0,280,12.0,60,150,No,No,Autumn,0.71
2025-10-19,P003,Wireless Earbuds,Electronics,WH003,SUP010,830.0,760.0,280,12.0,58,150,No,No,Autumn,0.71
2025-10-20,P003,Wireless Earbuds,Electronics,WH003,SUP010,726.0,760.0,280,,104,150,No,Yes,Autumn,0.71
2025-10-21,P003,Wireless Earbuds,Electronics,WH003,SUP010,649.0,760.0,280,12.0,77,150,No,Yes,Autumn,0.71
2025-10-22,P003,Wireless Earbuds,Electronics,WH003,SUP010,,760.0,280,12.0,61,150,No,No,Autumn,0.71
2025-10-23,P003,Wireless Earbuds,Electronics,WH003,SUP010,534.0,760.0,280,12.0,54,150,No,No,Autumn,0.71
2025-10-24,P003,Wireless Earbuds,Electronics,WH003,SUP010,490.0,760.0,280,12.0,44,150,No,No,Autumn,0.71
2025-10-25,P003,Wireless Earbuds,Electronics,WH003,SUP010,429.0,760.0,280,12.0,61,150,No,No,Autumn,0.71
2025-10-26,P003,Wireless Earbuds,Electronics,WH003,SUP010,354.0,760.0,280,12.0,75,150,No,No,Autumn,0.71
2025-10-27,P003,Wireless Earbuds,Electronics,WH003,SUP010,,760.0,280,12.0,62,150,No,No,Autumn,0.71
2025-10-28,P003,Wireless Earbuds,Electronics,WH003,SUP010,240.0,760.0,280,12.0,52,150,No,No,Autumn,0.71
2025-10-29,P003,Wireless Earbuds,Electronics,WH003,SUP010,193.0,760.0,280,12.0,47,150,No,No,Autumn,0.71
2025-10-30,P003,Wireless Earbuds,Electronics,WH003,SUP010,138.0,760.0,280,12.0,55,150,No,No,Autumn,0.71
2025-10-31,P003,Wireless Earbuds,Electronics,WH003,SUP010,87.0,760.0,280,12.0,51,150,No,No,Autumn,0.71
2025-11-01,P003,Wireless Earbuds,Electronics,WH003,SUP010,875.0,760.0,280,12.0,86,150,Yes,No,Autumn,0.71
2025-11-02,P003,Wireless Earbuds,Electronics,WH003,SUP010,809.0,760.0,280,12.0,66,150,No,No,Autumn,0.71
2025-11-03,P003,Wireless Earbuds,Electronics,WH003,SUP010,750.0,760.0,280,12.0,59,150,No,No,Autumn,0.71
2025-11-04,P003,Wireless Earbuds,Electronics,WH003,SUP010,691.0,760.0,280,12.0,59,150,No,No,Autumn,0.71
